DATE,YEAR,apple_high,apple_low,ethereum_high,sum(ETHEREUM_LOW),bitcoin_high,bitcoin_low,apple_20day_avg,bitcoin_20day_avg,ethereum_20day_avg
2018-02-20,2018,43.564998626708984,42.85499954223633,"","","","",41.712968587875366,8844.300013950893,520.5675055185953
2018-02-21,2018,43.529998779296875,42.752498626708984,"","","","",41.77484345436096,9016.060026041667,520.5675055185953
2018-02-22,2018,43.48749923706055,42.9275016784668,"","","","",41.87765598297119,8922.512512207031,520.5675055185953
2018-02-23,2018,43.912498474121094,43.3849983215332,"","","","",41.99031209945679,8974.682387408087,520.5675055185953
2018-02-26,2018,44.84749984741211,44.0525016784668,"","","","",42.15859341621399,8531.676528033087,486.98273329301315
2018-02-27,2018,45.119998931884766,44.540000915527344,"","","","",42.37234330177307,8383.15886374081,432.0640022277832
2018-02-28,2018,45.154998779296875,44.51250076293945,"","","","",42.536028918098,8169.547104779412,382.77222442626953
2018-03-01,2018,44.94499969482422,43.165000915527344,954.72998046875,840.0,15435.0,14579.7001953125,42.66986062791612,8181.864774816177,445.0822219848633
2018-03-02,2018,44.07500076293945,43.11249923706055,997.510009765625,850.3800048828125,9506.900390625,8249.2998046875,42.84236060248481,8022.911822150735,479.14222632514105
2018-03-03,2018,"","",868.510009765625,853.4500122070312,11420.7001953125,9585.5,42.954852384679455,7948.500057444853,509.1122241550022
2018-03-04,2018,"","",418.7799987792969,380.8900146484375,7519.2998046875,7032.89990234375,43.086405754089355,7801.264763327206,502.3166681925456
2018-03-05,2018,44.435001373291016,43.630001068115234,788.6099853515625,686.7899780273438,9809.400390625,9171.400390625,43.347968339920044,7807.506317138672,542.7722210354275
2018-03-06,2018,44.5625,44.032501220703125,627.510009765625,590.8099975585938,7775.0,7611.2998046875,43.66609334945679,7839.020084635416,579.2311104668511
2018-03-07,2018,43.962501525878906,43.567501068115234,483.92999267578125,460.6300048828125,6676.60009765625,6513.5,43.68352912454044,7924.257219587053,607.1155539618599
2018-03-08,2018,44.279998779296875,43.76750183105469,419.739990234375,398.1000061035156,7535.60009765625,7293.5,43.716666327582466,8038.10009765625,631.1144417656792
2018-03-09,2018,45.0,44.34749984741211,296.760009765625,285.95001220703125,7330.7001953125,7182.7998046875,43.94041633605957,8348.266764322916,650.6755540635851
2018-03-10,2018,"","",227.14999389648438,216.44000244140625,6563.5,6429.60009765625,44.1023525911219,8348.266764322916,608.322998046875
2018-03-11,2018,"","",203.16000366210938,199.6300048828125,6429.5,6346.2001953125,44.24093723297119,8348.266764322916,571.4899985573509
2018-03-12,2018,45.59749984741211,45.0525016784668,127.08000183105469,106.79000091552734,4177.0,3839.89990234375,44.38624978065491,8348.266764322916,534.4558321634928
2018-03-13,2018,45.875,44.810001373291016,"","","","",44.52187466621399,8348.266764322916,534.4558321634928
2018-03-14,2018,45.130001068115234,44.45249938964844,"","","","",44.61968731880188,8348.266764322916,534.4558321634928
2018-03-15,2018,45.060001373291016,44.51750183105469,"","","","",44.715312480926514,8348.266764322916,534.4558321634928
2018-03-16,2018,44.779998779296875,44.404998779296875,"","","","",44.796093702316284,8348.266764322916,534.4558321634928
2018-03-19,2018,44.36750030517578,43.415000915527344,"","","","",44.8245313167572,8348.266764322916,534.4558321634928
2018-03-20,2018,44.20000076293945,43.73500061035156,"","","","",44.78406262397766,8891.377028245191,534.4558321634928
2018-03-21,2018,43.772499084472656,42.814998626708984,"","","","",44.699843883514404,8926.428641183036,534.4558321634928
2018-03-22,2018,43.16999816894531,42.150001525878906,"","","","",44.57578134536743,9097.353385416667,534.4558321634928
2018-03-23,2018,42.47999954223633,41.23500061035156,"","","","",44.42171883583069,8563.880045572916,496.24909140846944
2018-03-26,2018,43.275001525878906,41.61000061035156,"","","","",44.371718883514404,8583.480045572916,446.1229995727539
2018-03-27,2018,43.787498474121094,41.72999954223633,"","","","",44.337352977079505,8339.426692708334,399.1911095513238
2018-03-28,2018,42.505001068115234,41.29750061035156,"","","","",44.23555564880371,8289.773372395834,396.74249839782715
2018-03-29,2018,42.9375,41.724998474121094,"","","","",44.15236112806532,8134.760026041667,340.7614288330078
2018-04-01,2018,"","",997.0,893.239990234375,15408.7001953125,14244.7001953125,44.128235312069165,8110.42001953125,393.54571315220426
2018-04-02,2018,42.23500061035156,41.11750030517578,972.6599731445312,788.7899780273438,9382.099609375,7932.10009765625,44.02661761115579,8108.8466796875,463.3642817905971
2018-04-03,2018,42.1875,41.220001220703125,867.3499755859375,838.0599975585938,11490.2998046875,10878.400390625,43.90352944766774,8040.4,527.3085654122489
2018-04-04,2018,43.002498626708984,41.192501068115234,416.3800048828125,371.3500061035156,7432.89990234375,6726.89990234375,43.78602936688591,7823.87998046875,544.3971361432757
2018-04-05,2018,43.557498931884766,43.02000045776367,806.9000244140625,760.0999755859375,9800.900390625,9549.0,43.77333323160807,7913.907121930803,627.2185690743582
2018-04-06,2018,43.119998931884766,42.04999923706055,624.8099975585938,580.7100219726562,7759.89990234375,7468.39990234375,43.738947215833164,8028.09228515625,687.4542824881418
2018-04-07,2018,"","",480.69000244140625,453.94000244140625,6774.5,6442.2998046875,43.63569429185655,8349.016642252604,737.9699968610491
2018-04-08,2018,"","",419.70001220703125,402.5199890136719,7484.2001953125,6949.7001953125,43.50397042667164,8349.016642252604,698.1862487792969
2018-04-09,2018,43.272499084472656,42.462501525878906,292.6000061035156,283.3999938964844,7409.89990234375,7234.5,43.39470560410444,8349.016642252604,653.1211107042101
2018-04-10,2018,43.5,42.88249969482422,227.13999938964844,219.75,6653.0,6487.7998046875,43.30294081744026,8349.016642252604,610.5229995727539
2018-04-11,2018,43.47999954223633,42.92499923706055,218.35000610351562,199.3800048828125,6508.89990234375,6359.7001953125,43.22647027408375,8349.016642252604,574.8709092573686
2018-04-12,2018,43.75,43.2599983215332,113.16000366210938,106.12999725341797,4082.89990234375,3809.300048828125,43.19014672672047,8349.016642252604,536.3950004577637
2018-04-13,2018,43.959999084472656,43.462501525878906,"","","","",43.17602898092831,8349.016642252604,536.3950004577637
2018-04-16,2018,44.04750061035156,43.70750045776367,"","","","",43.19220554127413,8349.016642252604,536.3950004577637
2018-04-17,2018,44.73500061035156,44.102500915527344,"","","","",43.284264508415674,8349.016642252604,536.3950004577637
2018-04-18,2018,44.70500183105469,44.220001220703125,"","","","",43.41514699599322,8349.016642252604,536.3950004577637
2018-04-19,2018,43.84749984741211,43.165000915527344,"","","","",43.448823367848114,9024.23846905048,536.3950004577637
2018-04-20,2018,42.80500030517578,41.35749816894531,"","","","",43.391029357910156,8978.450020926339,536.3950004577637
2018-04-23,2018,41.72999954223633,41.022499084472656,"","","","",43.34544103285845,9147.01337890625,536.3950004577637
2018-04-24,2018,41.58250045776367,40.30500030517578,"","","","",43.26573517743279,9007.71255493164,536.3950004577637
2018-04-25,2018,41.35499954223633,40.602500915527344,"","","","",43.159583197699654,8669.218780517578,494.52181868119675
2018-04-26,2018,41.432498931884766,40.842498779296875,"","","","",43.114999771118164,8562.375061035156,446.70800323486327
2018-04-27,2018,41.08250045776367,40.157501220703125,"","","","",43.05361090766059,8262.581329345703,399.9700063069661
2018-04-30,2018,41.814998626708984,40.459999084472656,"","","","",42.98763868543837,8241.000091552734,397.91875648498535
2018-05-01,2018,42.29999923706055,41.317501068115234,1023.5999755859375,930.0,17126.900390625,14832.400390625,42.917777591281464,8091.412567138672,425.0062503814697
2018-05-02,2018,44.4375,43.45000076293945,859.719970703125,634.6400146484375,8383.2001953125,6651.89990234375,42.99097209506564,8024.062561035156,454.36999702453613
2018-05-03,2018,44.375,43.61000061035156,870.27001953125,850.239990234375,11506.900390625,11281.2001953125,43.06381566900956,8006.2313232421875,503.0674991607666
2018-05-04,2018,46.0625,44.54249954223633,386.9100036621094,367.2099914550781,6918.2001953125,6592.5,43.21374988555908,7786.850067138672,498.96874809265137
2018-05-05,2018,"","",830.030029296875,782.1799926757812,9992.7998046875,9691.2998046875,43.210657822458366,7811.980078125,566.1475009918213
2018-05-06,2018,"","",613.0,577.530029296875,7672.60009765625,7391.0,43.19458325703939,7894.764369419643,614.3800010681152
2018-05-07,2018,46.91749954223633,46.1875,478.5899963378906,459.67999267578125,6693.60009765625,6466.10009765625,43.38555547926161,8001.3693284254805,646.9099998474121
2018-05-08,2018,46.55500030517578,45.91749954223633,412.510009765625,401.2200012207031,7087.60009765625,6887.89990234375,43.541388829549156,8327.908447265625,684.3287506103516
2018-05-09,2018,46.849998474121094,46.30500030517578,288.010009765625,227.75999450683594,7407.5,6691.7998046875,43.70194435119629,8327.908447265625,640.2933349609375
2018-05-10,2018,47.592498779296875,46.912498474121094,231.8800048828125,220.0,6682.2998046875,6537.60009765625,43.898888693915474,8327.908447265625,599.452001953125
2018-05-11,2018,47.51499938964844,46.86249923706055,212.4199981689453,207.82000732421875,6489.2001953125,6431.7001953125,44.053333070543076,8327.908447265625,564.2672743363814
2018-05-12,2018,"","",110.69999694824219,102.23999786376953,3974.10009765625,3765.199951171875,44.014999614042395,8327.908447265625,526.4700012207031
2018-05-14,2018,47.38249969482422,46.96500015258789,"","","","",44.222940781537226,8327.908447265625,526.4700012207031
2018-05-15,2018,46.76750183105469,46.275001525878906,"","","","",44.45602910658892,8327.908447265625,526.4700012207031
2018-05-16,2018,47.1150016784668,46.5,"","","","",44.77279393813189,8327.908447265625,526.4700012207031
2018-05-17,2018,47.227500915527344,46.59000015258789,"","","","",45.10485278858858,8327.908447265625,526.4700012207031
2018-05-18,2018,46.95249938964844,46.532501220703125,"","","","",45.43411748549517,8327.908447265625,526.4700012207031
2018-05-21,2018,47.317501068115234,46.727500915527344,"","","","",45.780294081744024,9014.438626802885,526.4700012207031
2018-05-22,2018,47.220001220703125,46.69499969482422,"","","","",46.141323538387525,8934.564453125,526.4700012207031
2018-05-23,2018,47.125,46.439998626708984,"","","","",46.45367656034582,9093.353515625,526.4700012207031
2018-05-24,2018,47.209999084472656,46.5525016784668,"","","","",46.742500080781824,8408.873502604167,481.2763671875
2018-05-25,2018,47.412498474121094,46.912498474121094,"","","","",46.91749999102424,8513.840169270834,443.4320068359375
2018-05-29,2018,47.1875,46.717498779296875,"","","","",47.08294116749483,8259.98681640625,396.00556098090277
2018-05-30,2018,47.0,46.69499969482422,"","","","",47.13808822631836,8241.320149739584,397.14250564575195
2018-05-31,2018,47.057498931884766,46.53499984741211,"","","","",47.13361104329427,8051.373502604167,335.30143083844865
2018-06-01,2018,47.564998626708984,46.9375,1014.2000122070312,951.3800048828125,17252.80078125,16286.599609375,47.156315652947676,7988.726822916667,392.61571829659596
2018-06-02,2018,"","",797.9400024414062,568.780029296875,7896.2001953125,5996.60009765625,47.16958321465386,7986.58681640625,438.23714773995533
2018-06-03,2018,"","",851.719970703125,803.9000244140625,11316.400390625,10412.0,47.20573515050552,7948.053483072917,500.98142787388394
2018-06-04,2018,48.35499954223633,47.837501525878906,385.70001220703125,363.8299865722656,6859.7001953125,6523.39990234375,47.29426462510053,7713.366813151041,514.9371425083706
2018-06-05,2018,48.48500061035156,48.09000015258789,838.260009765625,755.0900268554688,9957.7001953125,9446.7001953125,47.346764732809625,7787.014456612723,601.5628574916294
2018-06-06,2018,48.52000045776367,47.97999954223633,611.6300048828125,593.97998046875,7699.10009765625,7504.39990234375,47.40588244269876,7886.846322866587,658.5928584507534
2018-06-07,2018,48.54999923706055,48.084999084472656,474.5799865722656,455.04998779296875,6638.2001953125,6458.2998046875,47.46944448682997,8212.908508300781,710.5757141113281
2018-06-08,2018,48.0,47.442501068115234,413.3999938964844,401.6600036621094,7143.60009765625,6852.5,47.50375005933974,8212.908508300781,673.4287490844727
2018-06-09,2018,"","",232.66000366210938,212.89999389648438,6732.89990234375,6337.7998046875,47.54705877865062,8212.908508300781,624.4544440375435
2018-06-10,2018,"","",228.69000244140625,223.00999450683594,6661.5,6550.39990234375,47.57406234741211,8212.908508300781,584.8779998779297
2018-06-11,2018,47.99250030517578,47.5525016784668,221.32000732421875,209.14999389648438,6509.60009765625,6441.60009765625,47.62187480926514,8212.908508300781,551.8272732821378
2018-06-12,2018,48.15250015258789,47.787498474121094,104.41999816894531,90.56999969482422,3887.199951171875,3505.699951171875,47.69687485694885,8212.908508300781,514.5433336893717
2018-06-13,2018,48.220001220703125,47.61000061035156,"","","","",47.753281116485596,8212.908508300781,514.5433336893717
2018-06-14,2018,47.89250183105469,47.55500030517578,"","","","",47.79531240463257,8212.908508300781,514.5433336893717
2018-06-15,2018,47.540000915527344,47.064998626708984,"","","","",47.82124996185303,8212.908508300781,514.5433336893717
2018-06-18,2018,47.30500030517578,46.79999923706055,"","","","",47.82718753814697,8212.908508300781,514.5433336893717
2018-06-19,2018,46.58250045776367,45.86249923706055,"","","","",47.775312662124634,8212.908508300781,514.5433336893717
2018-06-20,2018,46.79999923706055,46.432498931884766,"","","","",47.75109386444092,8903.054067758414,514.5433336893717
2018-06-21,2018,47.087501525878906,46.23500061035156,"","","","",47.75656270980835,8876.871634347099,514.5433336893717
2018-06-22,2018,46.537498474121094,46.17499923706055,"","","","",47.72406268119812,9011.680192057293,514.5433336893717
2018-06-25,2018,46.22999954223633,45.182498931884766,"","","","",47.64062523841858,8332.953466796875,469.11999927867544
2018-06-26,2018,46.63249969482422,45.6349983215332,"","","","",47.581323735854205,8451.580094401043,436.23799896240234
2018-06-27,2018,46.81999969482422,46.00749969482422,"","","","",47.53902795579698,8214.133414713542,390.0733354356554
2018-06-28,2018,46.5525016784668,45.95000076293945,"","","","",47.43888918558756,8210.546728515625,390.6200008392334
2018-06-29,2018,46.79750061035156,45.727500915527344,"","","","",47.34513918558756,8023.346728515625,326.67142813546315
2018-07-01,2018,"","",1116.0,999.5,17184.80078125,15791.099609375,47.27602969898897,7946.113395182291,398.72428458077565
2018-07-02,2018,46.82500076293945,45.85499954223633,852.97998046875,719.3400268554688,8536.5,7196.60009765625,47.17455920051126,7945.826708984375,452.7814265659877
2018-07-03,2018,46.98749923706055,45.8849983215332,824.8300170898438,724.97998046875,10899.0,9422.099609375,47.11500033210306,7909.206689453125,511.55714416503906
2018-07-04,2018,"","",394.6600036621094,369.4100036621094,7071.89990234375,6616.10009765625,47.11500033210306,7702.120035807292,534.7000013078962
2018-07-05,2018,46.602500915527344,46.06999969482422,797.2999877929688,700.4000244140625,9675.599609375,9204.2001953125,47.0865281422933,7776.450038364956,615.9299992152622
2018-07-06,2018,47.10749816894531,46.29999923706055,616.52001953125,600.2899780273438,7754.7001953125,7657.7001953125,47.03736135694716,7873.900033804087,672.3871438162668
2018-07-07,2018,"","",486.17999267578125,464.2900085449219,6805.89990234375,6531.10009765625,46.97176495720358,8206.125040690104,726.9242858886719
2018-07-08,2018,"","",410.57000732421875,370.05999755859375,7149.7001953125,6689.89990234375,46.89375019073486,8206.125040690104,687.3800010681152
2018-07-09,2018,47.66999816894531,47.32500076293945,234.49000549316406,214.83999633789062,6540.60009765625,6316.2001953125,46.87984371185303,8206.125040690104,637.0588904486763
2018-07-10,2018,47.81999969482422,47.54499816894531,227.44000244140625,222.0,6633.89990234375,6523.7998046875,46.89734363555908,8206.125040690104,596.0970016479492
2018-07-11,2018,47.44499969482422,46.90250015258789,224.63999938964844,217.16000366210938,6594.2998046875,6502.0,46.90609359741211,8206.125040690104,562.328183260831
2018-07-12,2018,47.852500915527344,47.32749938964844,96.98999786376953,77.6500015258789,3626.60009765625,3251.800048828125,46.98546862602234,8206.125040690104,523.5500011444092
2018-07-13,2018,47.959999084472656,47.724998474121094,"","","","",47.057968616485596,8206.125040690104,523.5500011444092
2018-07-16,2018,48.162498474121094,47.60499954223633,"","","","",47.12515592575073,8206.125040690104,523.5500011444092
2018-07-17,2018,47.967498779296875,47.29999923706055,"","","","",47.21453094482422,8206.125040690104,523.5500011444092
2018-07-18,2018,47.95000076293945,47.48249816894531,"","","","",47.322031021118164,8206.125040690104,523.5500011444092
2018-07-19,2018,48.13750076293945,47.42250061035156,"","","","",47.416093587875366,8206.125040690104,523.5500011444092
2018-07-20,2018,48.10749816894531,47.54249954223633,"","","","",47.496562242507935,8828.95391376202,523.5500011444092
2018-07-23,2018,47.9900016784668,47.38999938964844,"","","","",47.586405992507935,8804.735804966518,523.5500011444092
2018-07-24,2018,48.415000915527344,48.01250076293945,"","","","",47.68749976158142,8891.686751302082,523.5500011444092
2018-07-25,2018,48.712501525878906,48.10749816894531,"","","","",47.74779398301069,8220.260026041668,469.69091033935547
2018-07-26,2018,48.9900016784668,48.40250015258789,"","","","",47.875146978041705,8278.120052083334,431.362003326416
2018-07-27,2018,48.79750061035156,47.525001525878906,"","","","",47.981617647058826,8065.553385416667,387.6433351304796
2018-07-30,2018,48.04999923706055,47.26750183105469,"","","","",47.98541662428114,8046.36005859375,386.7662515640259
2018-07-31,2018,48.03499984741211,47.334999084472656,"","","","",48.06499989827474,7849.666764322917,328.1185749598912
2018-08-01,2018,50.439998626708984,49.32749938964844,1225.0,968.1199951171875,16302.900390625,13902.2998046875,48.25013881259494,7764.973404947917,415.0442864554269
2018-08-02,2018,52.095001220703125,50.087501525878906,831.02001953125,751.760009765625,8489.900390625,7595.10009765625,48.452499991969056,7757.880078125,464.30714743477955
2018-08-03,2018,52.185001373291016,51.369998931884766,772.22998046875,689.4099731445312,10109.0,9037.0,48.63912506103516,7719.720052083333,515.9728578839984
2018-08-04,2018,"","",403.7099914550781,384.8500061035156,7113.39990234375,6903.89990234375,48.6901317395662,7517.526708984375,540.1471415928432
2018-08-05,2018,"","",761.4299926757812,721.489990234375,9404.400390625,9079.7998046875,48.738472408718536,7580.642909458706,616.4314259120396
2018-08-06,2018,52.3125,51.76750183105469,608.3200073242188,593.739990234375,7710.5,7556.89990234375,49.00888909233941,7656.515455979567,671.2428556169782
2018-08-07,2018,52.375,51.689998626708984,494.0299987792969,482.239990234375,6784.0,6694.2998046875,49.260139041476776,7992.341735839844,727.9628557477679
2018-08-08,2018,51.95249938964844,51.130001068115234,380.1499938964844,348.9800109863281,6725.2001953125,6138.7998046875,49.48194461398654,7992.341735839844,684.4862480163574
2018-08-09,2018,52.44499969482422,51.79999923706055,220.85000610351562,191.16000366210938,6484.2998046875,6132.2998046875,49.719861348470054,7992.341735839844,632.9711100260416
2018-08-10,2018,52.275001525878906,51.66749954223633,231.66000366210938,224.7899932861328,6699.5,6589.89990234375,49.959167056613495,7992.341735839844,592.8399993896485
2018-08-11,2018,"","",220.52999877929688,212.7899932861328,6577.2998046875,6466.2998046875,50.07735330918256,7992.341735839844,558.9936356977983
2018-08-12,2018,"","",97.9800033569336,84.75,3507.699951171875,3302.89990234375,50.198594093322754,7992.341735839844,520.5758330027262
2018-08-13,2018,52.73749923706055,51.92499923706055,"","","","",50.487969160079956,7992.341735839844,520.5758330027262
2018-08-14,2018,52.63999938964844,52.064998626708984,"","","","",50.77859401702881,7992.341735839844,520.5758330027262
2018-08-15,2018,52.685001373291016,52.08250045776367,"","","","",51.04546904563904,7992.341735839844,520.5758330027262
2018-08-16,2018,53.45249938964844,52.86750030517578,"","","","",51.341718912124634,7992.341735839844,520.5758330027262
2018-08-17,2018,54.48749923706055,53.290000915527344,"","","","",51.68531250953674,7992.341735839844,520.5758330027262
2018-08-20,2018,54.79499816894531,53.77750015258789,"","","","",52.06015610694885,7992.341735839844,520.5758330027262
2018-08-21,2018,54.29750061035156,53.50749969482422,"","","","",52.45062494277954,7992.341735839844,520.5758330027262
2018-08-22,2018,54.09000015258789,53.459999084472656,"","","","",52.82906246185303,8556.361572265625,520.5758330027262
2018-08-23,2018,54.26250076293945,53.650001525878906,"","","","",53.06796884536743,7974.261512169471,456.53727236661047
2018-08-24,2018,54.224998474121094,53.77750015258789,"","","","",53.201093673706055,8045.84609750601,419.0889976501465
2018-08-27,2018,54.685001373291016,54.08250045776367,"","","","",53.357343673706055,7821.4999436598555,379.85111067030164
2018-08-28,2018,55.1349983215332,54.72999954223633,"","","","",53.46191159416647,7995.69228891226,376.8687505722046
2018-08-29,2018,55.872501373291016,54.852500915527344,"","","","",53.595833248562286,7863.738412710337,321.9314302716936
2018-08-30,2018,57.064998626708984,55.599998474121094,"","","","",53.85986095004611,7793.223013070913,274.20000076293945
2018-08-31,2018,57.217498779296875,56.5,"","","","",54.12888866000705,7780.623028094952,230.23400115966797
2018-09-01,2018,"","",1299.0,1119.0999755859375,15324.599609375,14613.400390625,54.25691155826344,7758.11532827524,414.0040023803711
2018-09-02,2018,"","",879.510009765625,781.969970703125,8735.599609375,7784.60009765625,54.370156049728394,7773.08456655649,545.736003112793
2018-09-03,2018,"","",728.8300170898438,644.4600219726562,9420.5,8351.0,54.509833017985024,7757.4384202223555,645.1700057983398
2018-09-04,2018,57.29499816894531,56.657501220703125,430.8500061035156,388.04998779296875,7192.5,6633.2001953125,54.683905839920044,7534.384596604567,687.2340072631836
2018-09-05,2018,57.41749954223633,56.275001525878906,759.7100219726562,711.489990234375,9377.900390625,8988.0,54.84470546946806,7869.941650390625,819.5800109863281
2018-09-06,2018,56.837501525878906,55.32500076293945,608.6500244140625,592.5399780273438,7689.0,7493.2998046875,55.08588207469267,7869.941650390625,784.4250132242838
2018-09-07,2018,56.342498779296875,55.1775016784668,488.1000061035156,469.92999267578125,6793.7998046875,6637.7001953125,55.303676156436694,7869.941650390625,742.0928693498884
2018-09-08,2018,"","",369.739990234375,351.07000732421875,6620.2001953125,6197.0,55.4673433303833,7869.941650390625,695.5487594604492
2018-09-09,2018,"","",208.22999572753906,187.25999450683594,6432.60009765625,6148.7998046875,55.60166625976562,7869.941650390625,641.4022301567925
2018-09-10,2018,55.462501525878906,54.11750030517578,232.66000366210938,226.80999755859375,6678.89990234375,6613.2998046875,55.666666412353514,7869.941650390625,600.5280075073242
2018-09-11,2018,56.07500076293945,54.13999938964844,215.25999450683594,209.22999572753906,6496.10009765625,6390.0,55.751999918619795,7869.941650390625,565.503642689098
2018-09-12,2018,56.25,54.959999084472656,98.76000213623047,88.81999969482422,3677.60009765625,3424.199951171875,55.88216654459635,7869.941650390625,526.6083393096924
2018-09-13,2018,57.087501525878906,55.64250183105469,"","","","",56.081999969482425,7869.941650390625,526.6083393096924
2018-09-14,2018,56.709999084472656,55.630001068115234,"","","","",56.2451665242513,7869.941650390625,526.6083393096924
